IGNORE,4d7f8e953633a0933d33929d,4c50a9950ef3a593dff3b47a,4c518ecb3940be9ac8600c09,4c5c78af2815c928b628b267,4db1e0261e729fcc565c8903,4db3a54d5da3a76f442eeb4d,4ccb17ba566aa093d0a118fd,4eabf8f629c2152debf59ed2,502ecc49f1366d6c29421466,4bd46c445631c9b60b47a230,4b93cfa4f964a520dc5234e3,4ef74c9be5fa4f286b4be653,4d8799637e8ef04dcfa64abe,4e05cb2362e100e58164f4b0,4ce81098f1c6236a98745df0,4f80ffa7e4b01e69d787220c,4bdc52d1c79cc928d6fe85e9,5a16bcf318d43b3a0ca00d53,4fc4254de4b071420fb0ce57,4f777e15e4b0ca8cfd0ea752,4e17a97018a8166f73842f02,502b27dce4b095cd54ecf19b,4e0e89507d8bb178a8aa8ec6,52ce9c7c498eb505658f8840,507f19ed52622f097e451411,4f4c0fa9e4b05dbce9ca02d5,50805450e4b0948208c13cf1,54027ca4498e97b4650385bc,5190ea84498e133a487f6bc2,4d03c151347da1cd7a75278f,52079ac511d29b25c55e8a88,4e426cc6a8092520555402c8
17424535, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
2351825, , , , , ,1, ,1, , , , , ,1, , , , , , , , , , , , , ,1, , , ,
28166077, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
58685698, , , , , ,1, , , , , ,1, ,1,1, , ,1, , , , , , , , , , , , , ,
30141253, , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , ,
22359709, , , , , ,1, , ,1, , , , ,1, , , , , , , , , , , , , , , , , ,
20292422, , , , , ,1,1, , , , ,1, ,1, , , , , , , , , , , , , , , , , ,
64816822, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
30550763, , , , , ,1, , , , , ,1, ,1,1, , ,1, , , , , , , , , , , , , ,
25396532, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
83652907, , , , , ,1,1, ,1, , ,1,1,1, , , , , , , , , , , , , , , , ,1,
10879504, , , , , ,1,1, ,1, , ,1, , ,1,1, ,1, , , , , , , , , , , , , ,
10444281, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
78348878, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
129776820, , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , ,
78026757, , , , , ,1, , , , , , , , , ,1, , , , , , , , , , , , , , , ,
14238083, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
57976551, , , , , ,1, , , , , ,1, ,1, , , , , , , , , , , , , , , , , ,
3807280, , , , , ,1, , ,1, , ,1,1,1, , , , , , , , , , , , , , , , , ,
95781786, , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , ,
45656273, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
67095286, , , , , ,1, ,1,1, , , , ,1, ,1, , , , , , , , , , , , , , , ,
87350403, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
84184532, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
69445642, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
46552677, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
76372744, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
15422636, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
72354735, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
34318451, , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , , ,
49281595, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
83149504, , , , , ,1, , , , , , , , , , , , ,1, , , , , , , , , , , , ,
52993579, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
81877138, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
12736410, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
29496411, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
41271982, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
55205140, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
32401447, , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , ,
69982873, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
52189738, , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , , ,
17006381, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
10525710, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
44919427, , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , ,
66003000, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
74436439, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
71448941, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
60275190, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
71917096, , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , , ,
38228234, , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,1, , , ,
51198858, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
62407142, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
48703482, , , , , ,1, , ,1, , , , , , , ,1, , , , , , , , , , , , , , ,
48281045, , , , , ,1, , ,1, , , , ,1, , , , , , , , , , , , , , , , , ,
27261659, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
21593438, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,
28704889, , , , , ,1, , ,1, , ,1, , , , , , , , , , , , , , , , , , , ,
28772899, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
103514719, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
59882092, , , , , , ,1, ,1,1, , , , ,1, ,1, , , , , , , , , , , , , , ,
41631238, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
6188979, , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , ,
8834981, , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , ,
72700687, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
1629461, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
143433537, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
35390960, , , , , , ,1, , , , ,1, , ,1, ,1, , , , , , , , , , , ,1, , ,
134569961, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
170375532, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
456471042, , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , , ,
104042693, , , , , , ,1, , , , ,1, , ,1, , , , , , , , , , , , , , , , ,
11495675, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
403486406, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
71103679, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
123246716, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,1, ,1,
6137240, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
358300751, , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , ,
360527040, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
134534455, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
41695610, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
22566820, , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , ,
39454237, , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , ,
164238660, , , , , , ,1, , , , , , , , , , , , , ,1, , , , , , , , , , ,
82768162, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
9907749, , , , , , ,1, , , , , , ,1, ,1, , , , , , , , , , , , , , , ,
13378732, , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , ,
138620963, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
10879504, , , , , , ,1, ,1, , ,1, , ,1,1, ,1, , , , , , , , , , , , , ,
22853164, , , , , , ,1, , , , , ,1, , , , , , , , , , , , ,1, , , , , ,
65344033, , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , ,
120995180, , , , , , ,1, ,1, , , , ,1, , , , , , , , , , , , , , , , , ,
88665131, , , , , , ,1,1,1, , ,1,1,1,1,1, , , ,1, , , , , , , , , , , ,
20292422, , , , , , ,1, , , , ,1, ,1, , , , , , , , , , , , , , , , , ,
4398740, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
83652907, , , , , , ,1, ,1, , ,1,1,1, , , , , , , , , , , , , , , , ,1,
103688563, , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , , , ,
22180426, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
32108290, , , , , , ,1, , , , ,1, ,1, , , , , , , , , , , , , , , , , ,
16616555, , , , , , ,1, ,1, , ,1, , ,1, , , , , , , , , , , , , , , , ,
75125410, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
10197260, , , , , , ,1,1,1, , ,1,1, , ,1, ,1,1, , , , , ,1, , , , , , ,
5729523, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
13354581, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,
454885062, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
59308658, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
408552424, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
403542272, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
42571662, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
84637233, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
32786018, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , ,
2351825, , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , ,1, , , ,
26970057, , , , , , , ,1,1, , , ,1, , , , , , , , , , , , , , , , , , ,
142213557, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
40159164, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
88275597, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
78539437, , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , ,
88665131, , , , , , , ,1,1, , ,1,1,1,1,1, , , ,1, , , , , , , , , , , ,
25458655, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
27349014, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
17689305, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
119289520, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
146249, , , , , , , ,1, , , , , , , , , , , ,1, , , , , , , , , , , ,
10197260, , , , , , , ,1,1, , ,1,1, , ,1, ,1,1, , , , , ,1, , , , , , ,
29926402, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
50461027, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
80838230, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
19198733, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , ,
19426112, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
57241354, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , ,
37273591, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , ,
45891232, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
67095286, , , , , , , ,1,1, , , , ,1, ,1, , , , , , , , , , , , , , , ,
58471117, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
18519353, , , , , , , ,1,1, , , , , , ,1, , ,1,1, , , , , , , , , , , ,
44919427, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
51046695, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
39522990, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,
427482196, , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , ,
59882092, , , , , , , , ,1,1, , , , ,1, ,1, , , , , , , , , , , , , , ,
28270428, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
4505415, , , , , , , , ,1,1, , , , , , ,1, , , , , , , , , , , , , , ,
21333210, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
438623914, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
91138621, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
74719802, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
3933646, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
5534824, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
19482862, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
37494758, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
33105273, , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , ,
4390251, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
110380668, , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , ,
124911044, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
26970057, , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , ,
44945265, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
199834895, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
150854787, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
6188979, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
8850237, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
148051049, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
22566820, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
39454237, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
149697241, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
134236818, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
92388053, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
33105273, , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , ,
120995180, , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , ,
7174542, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
28075086, , , , , , , , ,1, , ,1,1, , , , , , , , , , , , , , , , , , ,
48703482, , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , , ,
114140180, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
11124210, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
71985389, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
22721475, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
16856128, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
88665131, , , , , , , , ,1, , ,1,1,1,1,1, , , ,1, , , , , , , , , , , ,
80657963, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , ,
29687408, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
22359709, , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , ,
73037938, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
83652907, , , , , , , , ,1, , ,1,1,1, , , , , , , , , , , , , , , , ,1,
107594010, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
131996176, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
108389660, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
10001950, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
13051273, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
3807280, , , , , , , , ,1, , ,1,1,1, , , , , , , , , , , , , , , , , ,
72094013, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
95317257, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
84183682, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
94508840, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
90736889, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
10197260, , , , , , , , ,1, , ,1,1, , ,1, ,1,1, , , , , ,1, , , , , , ,
44788080, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
35042700, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
74025645, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
12389209, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
27954111, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
43810320, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
79067924, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
56863783, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
85853803, , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , ,
49387190, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
60849738, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
54006874, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
60957996, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
18933112, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
34318451, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
11270643, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
25826201, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
57241354, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
8727258, , , , , , , , ,1, , , , , , , , , , ,1, , , , , ,1, , , , , ,
10879504, , , , , , , , ,1, , ,1, , ,1,1, ,1, , , , , , , , , , , , , ,
49578734, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
16949222, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
77531980, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
72331589, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
75904961, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , ,
8482051, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
11793309, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
49459294, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
52850009, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
43218520, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
18653344, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
1585102, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
37273591, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
62282303, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
17404493, , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , ,
55234896, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
33420510, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
23006424, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
60722770, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
33195178, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
28746098, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
3688347, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
75868057, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
9953815, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
35037368, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
52189738, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
63810345, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
16311463, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
45609305, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
48900070, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , ,
68463885, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
54399561, , , , , , , , ,1, , , ,1, , , , , , , , , , , , , , , , , , ,
66454705, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
62291952, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
67095286, , , , , , , , ,1, , , , ,1, ,1, , , , , , , , , , , , , , , ,
44917503, , , , , , , , ,1, , ,1, , , , , , , , , , , ,1, , , , , , , ,
14636185, , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , ,
48281045, , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , ,
18519353, , , , , , , , ,1, , , , , , ,1, , ,1,1, , , , , , , , , , , ,
58118874, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
16616555, , , , , , , , ,1, , ,1, , ,1, , , , , , , , , , , , , , , , ,
14258106, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
54132748, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
38465272, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
53160321, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
19198733, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
42648750, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
47943998, , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , ,
39250575, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
14078932, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
28704889, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , ,
19524422, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
32786018, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,
59882092, , , , , , , , , ,1, , , , ,1, ,1, , , , , , , , , , , , , , ,
147562891, , , , , , , , , ,1, , , , , , , , , , , , , , , , ,1, , , , ,
455712906, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,
59715182, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,
22719675, , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , , , ,
74324600, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,
4505415, , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , ,
18459307, , , , , , , , , ,1, , , ,1, , , , , , , , , , , ,1, , , , , ,
58323320, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,
20915221, , , , , , , , , , ,1, , , , , , , , , , , ,1, , , , , , , , ,
7837131, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,
6341063, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,
70452753, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,
39503439, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,
92770740, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , ,
4959799, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
523150726, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
506223297, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
11613743, , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , ,
389364877, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
223118960, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
22719675, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
27382055, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
21432159, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
92797544, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
25490541, , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , ,
420011226, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
18155240, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
60791003, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
104042693, , , , , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , ,
1902150, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
14519949, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
80503632, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
23724778, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
97119557, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
28697901, , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , ,
358300751, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
82280835, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
52251390, , , , , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , ,
30833203, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
15741969, , , , , , , , , , , ,1, ,1, , , , , , , , , , , , , , , , , ,
52217175, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
76718914, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
84849424, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
21497367, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
10879504, , , , , , , , , , , ,1, , ,1,1, ,1, , , , , , , , , , , , , ,
86540703, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
13378732, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
25978933, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
48721920, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
151696998, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
78514471, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
42077006, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
109192585, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
97710809, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
34271144, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
75020049, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
5449266, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
12778666, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
28075086, , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , ,
11535892, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
40645691, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
74841852, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
6530603, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
35390960, , , , , , , , , , , ,1, , ,1, ,1, , , , , , , , , , , ,1, , ,
28047497, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
65344033, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
8027096, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , ,
